num_cicloe,calle_prin,calle_secu,colonia,alcaldia,latitud,longitud,sitio_de_e,sistema,estatus
662,Manzano,Circuito Interior,Axotla,Alvaro Obregon,19.362041,-99.175158,Arroyo,Ecobici,Pendientes de instalación
663,Hortensia,Avenida Universidad,Axotla,Alvaro Obregon,19.3548028,-99.17541944,Arroyo,Ecobici,Pendientes de instalación
666,Moras,Naranjo,Florida,Alvaro Obregon,19.3614885,-99.17743249,Arroyo,Ecobici,Pendientes de instalación
665,Moras,Mango,Florida,Alvaro Obregon,19.3589028,-99.17799722,Arroyo,Ecobici,Pendientes de instalación
678,Francia,Tecoyotitla,Florida,Alvaro Obregon,19.35886344,-99.18292974,Arroyo,Ecobici,Pendientes de instalación
675,Macedonio Alcala,Gustavo Emilio Campa,Guadalupe Inn,Alvaro Obregon,19.36146,-99.1877,Arroyo,Ecobici,Pendientes de instalación
674,Manuel M Ponce,Barranca del Muerto,Guadalupe Inn,Alvaro Obregon,19.361233,-99.184953,Arroyo,Ecobici,Pendientes de instalación
676,Ricardo Palmerin,Abundio Martinez,Guadalupe Inn,Alvaro Obregon,19.358262,-99.18809,Arroyo,Ecobici,Pendientes de instalación
682,Manuel M Ponce,Fernando M Villalpando,Guadalupe Inn,Alvaro Obregon,19.35355,-99.189519,Arroyo,Ecobici,Pendientes de instalación
664,Hortensia,2da cerrrada de Minerva,Florida,Alvaro Obregon,19.355544,-99.178992,Arroyo,Ecobici,Pendientes de instalación
679,Olivo,Tecoyotitla,Florida,Alvaro Obregon,19.354886,-99.184642,Arroyo,Ecobici,Pendientes de instalación
684,Vito Alessio Robles,Tecoyotitla,Guadalupe Chimalistac,Alvaro Obregon,19.351594,-99.184772,Arroyo,Ecobici,Pendientes de instalación
686,Avenida Vito Alessio Robles,Avenida Universidad,Agricola,Alvaro Obregon,19.352203,-99.178393,Arroyo,Ecobici,Pendientes de instalación
685,Avenida de la Paz,Avenida Miguel Angel de Quevedo,Guadalupe Chimalistac,Alvaro Obregon,19.348019,-99.185802,Banqueta,Ecobici,Pendientes de instalación
677,Juan Pablo II,Avenida Insurgentes,Guadalupe Inn,Alvaro Obregon,19.359053,-99.184317,Arroyo,Ecobici,Pendientes de instalación
680,Abundio Martinez,Miguel Lerdo de Tejada,Guadalupe Inn,Alvaro Obregon,19.355291,-99.186702,Arroyo,Ecobici,Pendientes de instalación
681,Guty Cardenas,Ricardo Castro,Guadalupe Inn,Alvaro Obregon,19.355817,-99.189142,Arroyo,Ecobici,Pendientes de instalación
683,Rio San Angel,Avenida Insurgentes,Guadalupe Inn,Alvaro Obregon,19.351417,-99.187314,Arroyo,Ecobici,Pendientes de instalación
407,Prolongación Xochicalco,General Emiliano Zapata,Residencial Emperadores,Benito Juárez,19.367209,-99.15872,Arroyo,Ecobici,Instaladas
428,Prolongación Uxmal,Av. Popocatépetl (Eje 8),General Pedro María Anaya,Benito Juárez,19.363404,-99.160395,Arroyo,Ecobici,Instaladas
427,Avenida México-Coyoacén,Av. Popocatépetl (Eje 8),Santa Cruz Atoyac,Benito Juárez,19.364912,-99.162968,Arroyo,Ecobici,Instaladas
443,Bruno Traven,Golondrinas,General Pedro María Anaya,Benito Juárez,19.359583,-99.162085,Arroyo,Ecobici,Instaladas
423,Moras,José María Rico (Eje 8),Acacias,Benito Juárez,19.367816,-99.175269,Arroyo,Ecobici,Instaladas
438,Adolfo Prieto,José María Olloqui,Acacias,Benito Juárez,19.36473,-99.174447,Arroyo,Ecobici,Instaladas
415,San Francisco,Parroquia,Actipan,Benito Juárez,19.37099,-99.176135,Arroyo,Ecobici,Instaladas
417,Goya,Augusto Rodin,Insurgentes Mixcoac,Benito Juárez,19.373198,-99.184274,Arroyo,Ecobici,Instaladas
353,Carolina,Holbein,Ciudad de los Deportes,Benito Juárez,19.38213,-99.178814,Arroyo,Ecobici,Instaladas
387,Cadiz,Empresa,Insurgentes Mixcoac,Benito Juárez,19.374267,-99.180546,Arroyo,Ecobici,Instaladas
367,Boston,Augusto Rodin,Noche Buena,Benito Juárez,19.379593,-99.181351,Arroyo,Ecobici,Instaladas
391,Oso,Félix Cuevas,Actipan,Benito Juárez,19.373161,-99.178243,Arroyo,Ecobici,Instaladas
412,Parroquia,Avenida Universidad,Santa Cruz Atoyac,Benito Juárez,19.368107,-99.164376,Arroyo,Ecobici,Instaladas
349,Augusto Rodin,Avenida San Antonio,Ampliación Nápoles,Benito Juárez,19.385632,-99.180848,Arroyo,Ecobici,Instaladas
377,Heriberto Frías,Miguel Laurent,Del Valle Sur,Benito Juárez,19.375397,-99.163778,Arroyo,Ecobici,Instaladas
405,División del Norte,Municipio Libre,Portales Norte,Benito Juárez,19.3705556,-99.15666667,Banqueta,Ecobici,Instaladas
337,San Borja,Martín Mendalde,Del Valle Centro,Benito Juárez,19.384849,-99.16704,Arroyo,Ecobici,Instaladas
375,Tenayuca,División del Norte,Letrán Valle,Benito Juárez,19.376997,-99.158779,Arroyo,Ecobici,Instaladas
394,Dr. Roberto Gayol,Félix Cuevas,Del Valle Sur,Benito Juárez,19.372474,-99.171639,Arroyo,Ecobici,Instaladas
332,Calle 27,Avenida 3,San Pedro de los Pinos,Benito Juárez,19.385494,-99.183744,Arroyo,Ecobici,Instaladas
381,San Lorenzo,Manzanas,Tlacoquemecatl del Valle,Benito Juárez,19.375495,-99.177819,Arroyo,Ecobici,Instaladas
399,Heriberto Frías,San Lorenzo,Del Valle Sur,Benito Juárez,19.372469,-99.164538,Arroyo,Ecobici,Instaladas
360,Heriberto Frías,Matias Romero,Del Valle Centro,Benito Juárez,19.379435,-99.162794,Arroyo,Ecobici,Instaladas
362,Augusto Rodin,Alberto Balderas,Ciudad de los Deportes,Benito Juárez,19.382109,-99.181056,Arroyo,Ecobici,Instaladas
365,Holbein,Avenida Revolución,Nonoalco,Benito Juárez,19.381123,-99.18667,Arroyo,Ecobici,Instaladas
424,Amores,José María Rico (Eje 8),Del Valle Sur,Benito Juárez,19.36715,-99.17055,Arroyo,Ecobici,Instaladas
421,María Luz Bringas,Oso,Actipan,Benito Juárez,19.36952,-99.179421,Arroyo,Ecobici,Instaladas
439,Amores,Avenida Coyoacán,Acacias,Benito Juárez,19.362037,-99.172683,Arroyo,Ecobici,Instaladas
437,Moras,Comunal,Acacias,Benito Juárez,19.364916,-99.175985,Arroyo,Ecobici,Instaladas
288,11 de Abril,Avenida 2,San Pedro de los Pinos,Benito Juárez,19.396359,-99.183579,Arroyo,Ecobici,Instaladas
372,Dr. Roberto Gayol,Tlacoquemécatl,Del Valle Sur,Benito Juárez,19.377966,-99.170272,Arroyo,Ecobici,Instaladas
434,Jose María Olloqui,Amores,Del Valle Sur,Benito Juárez,19.363741,-99.171268,Arroyo,Ecobici,Instaladas
287,13 de Septiembre,Puente de la Morena,Escandón,Miguel Hidalgo,19.398946,-99.183254,Arroyo,Ecobici,Instaladas
374,Pitágoras,Pilares,Del valle Centro,Benito Juárez,19.376918,-99.16108,Arroyo,Ecobici,Instaladas
384,Empresa,Poussin,Insurgentes Mixcoac,Benito Juárez,19.375865,-99.185573,Arroyo,Ecobici,Instaladas
397,San Lorenzo,Gabriel Mancera,Del Valle Sur,Benito Juárez,19.373112,-99.166981,Arroyo,Ecobici,Instaladas
348,Indiana,Avenida San Antonio,Ciudad de los Deportes,Benito Juárez,19.38542,-99.17823,Arroyo,Ecobici,Instaladas
333,Georgia,Carolina,Ampliación Nápoles,Benito Juárez,19.387624,-99.180978,Arroyo,Ecobici,Instaladas
354,Boston,Avenida Insurgentes,Noche Buena,Benito Juárez,19.381714,-99.176664,Arroyo,Ecobici,Instaladas
370,Tlacoquemécatl,Insurgentes,Tlacoquemecatl del Valle,Benito Juárez,19.378827,-99.176944,Arroyo,Ecobici,Instaladas
445 - 446,Riff,Avenida Río Churubusco,General Pedro María Anaya,Benito Juárez,19.358934,-99.156064,Arroyo,Ecobici,Instaladas
429,Pirineos,Av. Popocatépetl (Eje 8),Santa Cruz Atoyac,Benito Juárez,19.363049,-99.158436,Arroyo,Ecobici,Instaladas
409,Azores,División del Norte,Santa Cruz Atoyac,Benito Juárez,19.365125,-99.155477,Arroyo,Ecobici,Instaladas
432,Carrillo Puerto,Avenida México-Coyoacan,General Pedro María Anaya,Benito Juárez,19.361245,-99.16239,Arroyo,Ecobici,Instaladas
358,Nicolás San Juan,Matías Romero,Del Valle Centro,Benito Juárez,19.380087,-99.16427,Arroyo,Ecobici,Instaladas
414,Parroquia,José Ignacio Bartolache,Del Valle Sur,Benito Juárez,19.370221,-99.173862,Arroyo,Ecobici,Instaladas
306,Dakota,Filadelfia,Nápoles,Benito Juárez,19.393699,-99.175664,Arroyo,Ecobici,Instaladas
413,Parroquia,Avenida Coyoacán,Centro Urbano Presidente Aleman,Benito Juárez,19.369823,-99.172164,Arroyo,Ecobici,Instaladas
361,Porfirio Díaz,Capulín,Del Valle Centro,Benito Juárez,19.380691,-99.175036,Arroyo,Ecobici,Instaladas
284,Dakota,Vermont,Nápoles,Benito Juárez,19.397693,-99.172981,Arroyo,Ecobici,Instaladas
345,Patricio Sanz,Miraflores,Insurgentes San Borja,Benito Juárez,19.384447,-99.172039,Arroyo,Ecobici,Instaladas
312,Avenida 2,Calle 7,San Pedro de los Pinos,Benito Juárez,19.392634,-99.183737,Arroyo,Ecobici,Instaladas
419,Actipan,Cadiz,Insurgentes Mixcoac,Benito Juárez,19.370615,-99.181606,Arroyo,Ecobici,Instaladas
308,Nueva York,Arizona,Nápoles,Benito Juárez,19.393643,-99.178156,Arroyo,Ecobici,Instaladas
327,Georgia,Pensilvania,Nápoles,Benito Juárez,19.38885,-99.17772,Arroyo,Ecobici,Instaladas
335,Magdalena,Ameyalco,Del Valle Centro,Benito Juárez,19.387003,-99.173504,Arroyo,Ecobici,Instaladas
325,Providencia,Avenida Del Valle,Del Valle Centro,Benito Juárez,19.388178,-99.169689,Arroyo,Ecobici,Instaladas
324,Amores,Avenida Eugenia,Del Valle Centro,Benito Juárez,19.387342,-99.165629,Arroyo,Ecobici,Instaladas
59,Popocatépetl,Ámsterdam,Hipódromo,Cuauhtémoc,19.415237,-99.16659,Arroyo,Ecobici,Instaladas
72,Mazatlán,Alfonso Reyes,Hipódromo Condesa,Cuauhtémoc,19.409859,-99.179565,Banqueta,Ecobici,Instaladas
67,Vicente Suárez,Michoacán,Condesa,Cuauhtémoc,19.411703,-99.175753,Arroyo,Ecobici,Instaladas
307,Minnesota,Dakota,Nápoles,Benito Juárez,19.393701,-99.175834,Arroyo,Ecobici,Instaladas
315,Alabama,Montana,Nápoles,Benito Juárez,19.391472,-99.1736,Arroyo,Ecobici,Instaladas
343,Enrique Rébsamen,División del Norte,Del valle Centro,Benito Juárez,19.383904,-99.160875,Arroyo,Ecobici,Instaladas
341,San Borja,Avenida Cuauhtémoc,Narvarte Poniente,Benito Juárez,19.382889,-99.158352,Arroyo,Ecobici,Instaladas
300,Providencia,Luz Saviñon,Del Valle Norte,Benito Juárez,19.3932287,-99.1684308,Arroyo,Ecobici,Instaladas
76,Chilpancingo,Campeche,Hipódromo,Cuauhtémoc,19.4086886,-99.169938,Arroyo,Ecobici,Instaladas
42,Sinaloa,Valladolid,Roma Norte,Cuauhtémoc,19.420627,-99.16821,Arroyo,Ecobici,Instaladas
330,Calle 15,Avenida Patriotismo,San Pedro de los Pinos,Benito Juárez,19.389358,-99.182606,Arroyo,Ecobici,Instaladas
71,Ámsterdam,Michoacán,Hipódromo,Cuauhtémoc,19.411361,-99.171271,Arroyo,Ecobici,Instaladas
74,Nuevo León,Ozulama,Hipódromo,Cuauhtémoc,19.410468,-99.172802,Banqueta,Ecobici,Instaladas
83,Alfonso Reyes,Nuevo León,Hipódromo,Cuauhtémoc,19.40655,-99.172275,Arroyo,Ecobici,Instaladas
64,Sonora,Ámsterdam,Hipódromo,Cuauhtémoc,19.412982,-99.166936,Arroyo,Ecobici,Instaladas
56,Álvaro Obregón,Medellín,Roma Norte,Cuauhtémoc,19.417102,-99.165607,Banqueta,Ecobici,Instaladas
81,Aguascalientes,Insurgentes,Hipódromo,Cuauhtémoc,19.407927,-99.168734,Arroyo,Ecobici,Instaladas
79,Saltillo,Alfonso Reyes,Hipódromo,Cuauhtémoc,19.407479,-99.174403,Banqueta,Ecobici,Instaladas
49,Mazatlán,Juan de la Barrera,Condesa,Cuauhtémoc,19.41689,-99.17562,Banqueta,Ecobici,Instaladas
393,Adolfo Prieto,Félix Cuevas,Tlacoquemecatl del Valle,Benito Juárez,19.373307,-99.172471,Arroyo,Ecobici,Instaladas
40,Oaxaca,Puebla,Roma Norte,Cuauhtémoc,19.422379,-99.164137,Banqueta,Ecobici,Instaladas
66,Mazatlán,Francisco Márquez,Condesa,Cuauhtémoc,19.411825,-99.178456,Banqueta,Ecobici,Instaladas
46,Durango,Salamanca,Roma Norte,Cuauhtémoc,19.41919,-99.169764,Arroyo,Ecobici,Instaladas
447,Agustín Melgar,Zamora,Condesa,Cuauhtémoc,19.418879,-99.176854,Arroyo,Ecobici,Instaladas
60,Mazatlán,Fernando Montes de Oca,Condesa,Cuauhtémoc,19.414119,-99.177214,Banqueta,Ecobici,Instaladas
70,Parque México,Michoacán,Hipódromo,Cuauhtémoc,19.41128,-99.169825,Arroyo,Ecobici,Instaladas
303,Montecito,Av. Insurgentes,Nápoles,Benito Juárez,19.394842,-99.173025,Arroyo,Ecobici,Instaladas
302,Luz Saviñón,Magdalena,Del Valle Norte,Benito Juárez,19.393832,-99.171466,Arroyo,Ecobici,Instaladas
53,Fernando Montes de Oca,Tula,Condesa,Cuauhtémoc,19.4148233,-99.1783527,Arroyo,Ecobici,Instaladas
128,Orizaba,Río de Janeiro,Roma Norte,Cuauhtémoc,19.422148,-99.160645,Arroyo,Ecobici,Instaladas
125,Morelia,Circular de Morelia,Roma Norte,Cuauhtémoc,19.424197,-99.156127,Arroyo,Ecobici,Instaladas
93,Palma Norte,República de Cuba,Centro,Cuauhtémoc,19.436741,-99.134811,Arroyo,Ecobici,Instaladas
97,República de Salvador,Pino Suárez,Centro,Cuauhtémoc,19.429189,-99.132759,Camellón,Ecobici,Instaladas
99,Ernesto Pugibet,Luis Moya,Centro,Cuauhtémoc,19.429947,-99.14591,Arroyo,Ecobici,Instaladas
100,20 de Noviembre,Mesones,Centro,Cuauhtémoc,19.428485,-99.1338,Banqueta,Ecobici,Instaladas
105,San Jerónimo,5 de Febrero,Centro,Cuauhtémoc,19.426755,-99.135014,Arroyo,Ecobici,Instaladas
29,Reforma,Bucareli,Centro,Cuauhtémoc,19.434944,-99.150295,Banqueta,Ecobici,Instaladas
91,República de Cuba,Allende,Centro,Cuauhtémoc,19.4374,-99.137571,Arroyo,Ecobici,Instaladas
102,Echeveste,Bolívar,Centro,Cuauhtémoc,19.428214,-99.139494,Banqueta,Ecobici,Instaladas
108,Tolsá,Balderas,Centro,Cuauhtémoc,19.427305,-99.149533,Arroyo,Ecobici,Instaladas
112,Av. Morelos,Abraham González,Juárez,Cuauhtémoc,19.432819,-99.151734,Banqueta,Ecobici,Instaladas
65,Marconi,Tacuba,Centro,Cuauhtémoc,19.436522,-99.139811,Arroyo,Ecobici,Instaladas
88,2da cerrada de 5 de mayo,Palma,Centro,Cuauhtémoc,19.433757,-99.135331,Banqueta,Ecobici,Instaladas
109,Nezahualcóyotl,Isabel la Católica,Centro,Cuauhtémoc,19.425311,-99.137421,Arroyo,Ecobici,Instaladas
110,Dr. Valenzuela,Dr. Río de la Loza,Doctores,Cuauhtémoc,19.425126,-99.143391,Arroyo,Ecobici,Instaladas
113,General Prim,Versalles,Juárez,Cuauhtémoc,19.430369,-99.154419,Arroyo,Ecobici,Instaladas
122,José María Vértiz,Av. Dr. Río de la Loza,Doctores,Cuauhtémoc,19.425502,-99.146337,Arroyo,Ecobici,Instaladas
123,Claudio Bernard,Dr. Lavista,Doctores,Cuauhtémoc,19.424161,-99.153117,Arroyo,Ecobici,Instaladas
259,Tomás Alva Edison,Ponciano Arriaga,Tabacalera,Cuauhtémoc,19.437569,-99.15468,Arroyo,Ecobici,Instaladas
260,Juárez,Balderas,Centro,Cuauhtémoc,19.4352787,-99.1477913,Banqueta,Ecobici,Instaladas
16,Reforma,Río Tíber,Cuauhtémoc,Cuauhtémoc,19.4267528,-99.16861944,Banqueta,Ecobici,Instaladas
22,Reforma,Manchester,Juárez,Cuauhtémoc,19.424784,-99.172119,Banqueta,Ecobici,Instaladas
25,Reforma,Estocolmo,Juárez,Cuauhtémoc,19.427338,-99.16672,Banqueta,Ecobici,Instaladas
116,Londres,Roma,Juárez,Cuauhtémoc,19.428985,-99.15664,Arroyo,Ecobici,Instaladas
3,Reforma,Insurgentes,Tabacalera,Cuauhtémoc,19.43163,-99.158547,Banqueta,Ecobici,Instaladas
19,Reforma,Río Rhin,Cuauhtémoc,Cuauhtémoc,19.429453,-99.16283,Banqueta,Ecobici,Instaladas
94,Lic. Primo de Verdad,Moneda,Centro,Cuauhtémoc,19.433766,-99.130918,Arroyo,Ecobici,Instaladas
261,Reforma,Río de la Plata,Cuauhtémoc,Cuauhtémoc,19.42491,-99.172455,Camellón,Ecobici,Instaladas
263,Sadi Carnot,Gómez Farías,San Rafael,Cuauhtémoc,19.436274,-99.158425,Arroyo,Ecobici,Instaladas
111,Guillermo Prieto,Joaquín Velázquez de León,San Rafael,Cuauhtémoc,19.438197,-99.165918,Arroyo,Ecobici,Instaladas
5,Río Pánuco,Río Tíber,Cuauhtémoc,Cuauhtémoc,19.429804,-99.169451,Arroyo,Ecobici,Instaladas
265,Mina,Jesús García,Buenavista,Cuauhtémoc,19.440839,-99.152265,Arroyo,Ecobici,Instaladas
264 - 275,Héroes Ferrocarrileros,Jesús García,Buenavista,Cuauhtémoc,19.440985,-99.152935,Arroyo,Ecobici,Instaladas
7,Río Elba,Río Lerma,Cuauhtémoc,Cuauhtémoc,19.425355,-99.17515,Arroyo,Ecobici,Instaladas
254,Alfonso Herrera,Miguel Schultz,San Rafael,Cuauhtémoc,19.439347,-99.160074,Arroyo,Ecobici,Instaladas
115,Roma,Dinamarca,Juárez,Cuauhtémoc,19.429947,-99.159698,Arroyo,Ecobici,Instaladas
268 - 269,Luis Donaldo Colosio,Jesús García,Buenavista,Cuauhtémoc,19.442467,-99.151658,Arroyo,Ecobici,Instaladas
273 - 274,Luis Donaldo Colosio,Jesús García,Buenavista,Cuauhtémoc,19.442707,-99.152956,Arroyo,Ecobici,Instaladas
275,Héroes Ferrocarrileros,Jesús García,Buenavista,Cuauhtémoc,19.441061,-99.153137,Arroyo,Ecobici,Instaladas
271 - 272,Jesús García,Carlos J. Meneses,Buenavista,Cuauhtémoc,19.443684,-99.152465,Arroyo,Ecobici,Instaladas
272,Jesús García,Carlos J. Meneses,Buenavista,Cuauhtémoc,19.443467,-99.152491,Arroyo,Ecobici,Instaladas
144,Frontera,San Luis Potosí,Roma Norte,Cuauhtémoc,19.415192,-99.154837,Arroyo,Ecobici,Instaladas
147,Coahuila,Orizaba,Roma Norte,Cuauhtémoc,19.412182,-99.158443,Arroyo,Ecobici,Instaladas
132,Colima,Frontera,Roma Norte,Cuauhtémoc,19.420667,-99.15645,Arroyo,Ecobici,Instaladas
6,Río Pánuco,Río Sena,Cuauhtémoc,Cuauhtémoc,19.430963,-99.166986,Arroyo,Ecobici,Instaladas
255,José Rosas Moreno,Guillermo Prieto,San Rafael,Cuauhtémoc,19.437118,-99.161862,Arroyo,Ecobici,Instaladas
12,Río Lerma,Villalongín,Cuauhtémoc,Cuauhtémoc,19.432223,-99.161686,Arroyo,Ecobici,Instaladas
2,Río Guadalquivir,Río Nazas,Cuauhtémoc,Cuauhtémoc,19.43062276,-99.17123066,Arroyo,Ecobici,Instaladas
137,Álvaro Obregón,Mérida,Roma Norte,Cuauhtémoc,19.418774,-99.157081,Camellón,Ecobici,Instaladas
139,Tonalá,Guanajuato,Roma Norte,Cuauhtémoc,19.416128,-99.162097,Arroyo,Ecobici,Instaladas
190,Gobernador Ignacio Esteva,Maestro José Vasconcelos,San Miguel Chapultepec,Miguel Hidalgo,19.409577,-99.183818,Arroyo,Ecobici,Instaladas
185,General Antonio León,General Pedro Antonio de los Santos,San Miguel Chapultepec,Miguel Hidalgo,19.412776,-99.182805,Arroyo,Ecobici,Instaladas
204,Temístocles,Homero,Polanco,Miguel Hidalgo,19.435882,-99.19152,Arroyo,Ecobici,Instaladas
140,Mérida,Zacatecas,Roma Norte,Cuauhtémoc,19.416596,-99.156879,Arroyo,Ecobici,Instaladas
220,Plinio,Presidente Masaryk,Polanco,Miguel Hidalgo,19.432655,-99.205727,Arroyo,Ecobici,Instaladas
199,Anatole France,Ejército Nacional,Polanco,Miguel Hidalgo,19.437934,-99.197241,Arroyo,Ecobici,Instaladas
228,Campos Elíseos,La Fontaine,Polanco,Miguel Hidalgo,19.427705,-99.19912,Arroyo,Ecobici,Instaladas
247,Herschel,Rousseau,Anzures,Miguel Hidalgo,19.432276,-99.18064,Arroyo,Ecobici,Instaladas
159,Huatabampo,Eje 1 Pte. Av. Cuauhtémoc,Roma Sur,Cuauhtémoc,19.407517,-99.155373,Arroyo,Ecobici,Instaladas
207,Torquato Tasso,Homero,Polanco,Miguel Hidalgo,19.434861,-99.183322,Arroyo,Ecobici,Instaladas
222,Alejandro Dumas,Presidente Masaryk,Polanco,Miguel Hidalgo,19.431417,-99.195774,Arroyo,Ecobici,Instaladas
216,Alejandro Dumas,Horacio,Polanco,Miguel Hidalgo,19.433419,-99.195746,Arroyo,Ecobici,Instaladas
212,Hegel,Horacio,Polanco,Miguel Hidalgo,19.433567,-99.188096,Arroyo,Ecobici,Instaladas
229,Carlos Dickens,Séneca,Polanco,Miguel Hidalgo,19.430515,-99.203331,Banqueta,Ecobici,Instaladas
231,Isaac Newton,Aristóteles,Polanco,Miguel Hidalgo,19.42977,-99.19349,Arroyo,Ecobici,Instaladas
460,Juan Vázquez de Mella,Homero,Polanco Sección I/ Los Morales,Miguel Hidalgo,19.437014,-99.207932,Arroyo,Ecobici,Instaladas
214,Platón,Horacio,Polanco,Miguel Hidalgo,19.434353,-99.20322,Arroyo,Ecobici,Instaladas
218,Hegel,Ibarbourou,Polanco,Miguel Hidalgo,19.432451,-99.188033,Arroyo,Ecobici,Instaladas
193,Rubén Darío,Reforma,Bosque de Chapultepec,Miguel Hidalgo,19.425907,-99.190733,Camellón,Ecobici,Instaladas
464,Mateo Alemán,Prolongación Moliere,Ampliación Granada,Miguel Hidalgo,19.442421,-99.199838,Arroyo,Ecobici,Instaladas
143,Córdoba,San Luis Potosí,Roma Norte,Cuauhtémoc,19.414303,-99.157542,Arroyo,Ecobici,Instaladas
150,Campeche,Medellín,Roma Sur,Cuauhtémoc,19.409894,-99.164288,Arroyo,Ecobici,Instaladas
161,Quintana Roo,Manzanillo,Roma Sur,Cuauhtémoc,19.405533,-99.164913,Arroyo,Ecobici,Instaladas
195,Reforma,Mahatma Gandhi,Bosque de Chapultepec,Miguel Hidalgo,19.424858,-99.185181,Camellón,Ecobici,Instaladas
120,Marsella,Nápoles,Juárez,Cuauhtémoc,19.425437,-99.159458,Arroyo,Ecobici,Instaladas
118,Liverpool,Dinamarca,Juárez,Cuauhtémoc,19.427114,-99.158251,Arroyo,Ecobici,Instaladas
31,Hamburgo,Insurgentes,Juárez,Cuauhtémoc,19.427937,-99.161245,Arroyo,Ecobici,Instaladas
280,Anaxágoras,Obrero Mundial,Narvarte Poniente,Benito Juárez,19.4015,-99.156406,Arroyo,Ecobici,Instaladas
32,Londres,Sevilla,Juárez,Cuauhtémoc,19.4226672,-99.1699751,Arroyo,Ecobici,Instaladas
33,Londres,Florencia,Juárez,Cuauhtémoc,19.424187,-99.166497,Arroyo,Ecobici,Instaladas
165,Bajío,Eje 2 Pte. Monterrey,Roma Sur,Cuauhtémoc,19.404268,-99.160503,Arroyo,Ecobici,Instaladas
179,Nuevo León,Quintana Roo,Hipódromo,Cuauhtémoc,19.404452,-99.171438,Camellón,Ecobici,Instaladas
293,Mier y Pesado,Eje 4 Sur Xola,Del Valle Norte,Benito Juárez,19.397373,-99.164598,Arroyo,Ecobici,Instaladas
37,Guadalajara,Puebla,Roma Norte,Cuauhtémoc,19.4204398,-99.1727208,Arroyo,Ecobici,Instaladas
156,Tepic,Ario,Roma Sur,Cuauhtémoc,19.406959,-99.163021,Arroyo,Ecobici,Instaladas
285,12 de Octubre,Minería,Escandón,Miguel Hidalgo,19.399763,-99.177538,Arroyo,Ecobici,Instaladas
131,Colima,Jalapa,Roma Norte,Cuauhtémoc,19.419579,-99.161314,Arroyo,Ecobici,Instaladas
134,Álvaro Obregón,Orizaba,Roma Norte,Cuauhtémoc,19.418304,-99.15956,Camellón,Ecobici,Instaladas
58,Parque España,Juan de la Barrera,Condesa,Cuauhtémoc,19.415358,-99.171902,Banqueta,Ecobici,Instaladas
30,Hamburgo,Génova,Juárez,Cuauhtémoc,19.426384,-99.164255,Arroyo,Ecobici,Instaladas
57,Cuernavaca,Juan Escutia,Condesa,Cuauhtémoc,19.414968,-99.174766,Arroyo,Ecobici,Instaladas
175,Mutualismo,José Martí,Escandón,Miguel Hidalgo,19.400767,-99.172533,Arroyo,Ecobici,Instaladas
148,Coahuila,Av. Cuauhtémoc,Roma Norte,Cuauhtémoc,19.412829,-99.155116,Arroyo,Ecobici,Instaladas
177,Benjamín Hill,Carlos Zetina,Hipódromo Condesa,Cuauhtémoc,19.408841,-99.181692,Arroyo,Ecobici,Instaladas
166,Progreso,Cda. Antonio Maceo,Escandón,Miguel Hidalgo,19.406069,-99.183549,Arroyo,Ecobici,Instaladas
241,Ejército Nacional,Juan Vázquez de la Mella,Polanco,Miguel Hidalgo,19.438616,-99.207577,Camellón,Ecobici,Instaladas
173,Minería,José Martí,Escandón,Miguel Hidalgo,19.401682,-99.176398,Arroyo,Ecobici,Instaladas
126,Jalapa,Puebla,Roma Norte,Cuauhtémoc,19.422288000000002,-99.162138,Arroyo,Ecobici,Instaladas
127,Puebla,Mérida,Roma Norte,Cuauhtémoc,19.423318,-99.15833,Arroyo,Ecobici,Instaladas
180,Quintana Roo,Villahermosa,Hipódromo,Cuauhtémoc,19.404554,-99.169953,Arroyo,Ecobici,Instaladas
467,Lago Mayor,Lago Alberto,Granada,Miguel Hidalgo,19.440399,-99.186784,Arroyo,Ecobici,Instaladas
167,General Salvador Alvarado,Progreso,Escandón,Miguel Hidalgo,19.404651,-99.179375,Arroyo,Ecobici,Instaladas
196,Lago Tanganica,Ejército Nacional,Granada,Miguel Hidalgo,19.438349,-99.192904,Arroyo,Ecobici,Instaladas
152,Tlacotalpan,Campeche,Roma Sur,Cuauhtémoc,19.409098,-99.167181,Arroyo,Ecobici,Instaladas
200,Emerson,Ejército Nacional,Polanco,Miguel Hidalgo,19.437596,-99.188785,Arroyo,Ecobici,Instaladas
461,Presa Don Martín,Boulevard Miguel de Cervantes Saavedra,Irrigación,Miguel Hidalgo,19.440106,-99.210031,Arroyo,Ecobici,Instaladas
454,Montes Urales,Monte Pelvoux,Lomas de Chapultepec Sección IV/Lomas Virreyes,Miguel Hidalgo,19.425905,-99.204236,Arroyo,Ecobici,Instaladas
466,Lago Onega,Lago Ladoga,Modelo Pensil,Miguel Hidalgo,19.44269,-99.19083,Arroyo,Ecobici,Instaladas
213,Solón,Cicerón,Polanco,Miguel Hidalgo,19.434361,-99.206342,Arroyo,Ecobici,Instaladas
243,Lago Filt,Blv. Miguel de Cervantes,Granada,Miguel Hidalgo,19.441123,-99.195857,Arroyo,Ecobici,Instaladas
157,Tepic,Tlacotalpan,Roma Sur,Cuauhtémoc,19.406236,-99.166616,Arroyo,Ecobici,Instaladas
